"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"4796","Rydde Skaland","","30/5/2020 02:00:00","7/6/2020 02:00:00","35","0","400","1","1","5421","54","Senja","Troms og Finnmark","4852",,"2",,,,,,,,,,,,"POINT(17.2966964463436 69.4447153824645)","111","50","53","18","32","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4797","Rydde Finnsæter","","30/5/2020 02:00:00","7/6/2020 02:00:00","25","30","300","1","1","5421","54","Senja","Troms og Finnmark","7519",,"4",,,,,,,,,,,,"POINT(17.2567627847081 69.4127259474152)","53","35","60","0","11","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4798","Rydde ","","30/5/2020 02:00:00","30/5/2020 02:00:00","5","10","100","0","0","3025","30","Asker","Viken","53",,"1",,,,"1",,,,,,,"1","POINT(10.4265801505465 59.5277641749628)","36","29","319","3","113","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4801","Rydde ","Clean Shores Global","30/5/2020 02:00:00","30/5/2020 02:00:00","3","0","6","0","0","4601","46","Bergen","Vestland","39",,"0",,,,,,,,,,,,"POINT(5.21153582107915 60.2600357888508)","25","8","2","7","50","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4802","Rydde Jørnfjorden","Reno Vest IKS","30/5/2020 02:00:00","1/6/2020 02:00:00","12","12","220","0","0","1867","18","Bø","Nordland","6374",,"12",,,,,,,,,,"1",,"POINT(14.7181288184344 68.6769279454461)","3","112","80","0","29","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4813","Rydde Hertviknesean Bogen","Reno Vest IKS","30/5/2020 02:00:00","8/6/2020 02:00:00","2","3","30","1","1","1867","18","Bø","Nordland","1443",,"1",,,,"1",,,,,,"1",,"POINT(14.7287045141299 68.6839365282952)","13","34","16","0","17","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4840","Rydde Eidsvågen","Clean Shores Global","1/6/2020 02:00:00","8/6/2020 02:00:00","1","1","10","0","0","4601","46","Bergen","Vestland","27",,"0",,,,"1","1",,,"1",,"1",,"POINT(5.29090015401285 60.2233218115206)","16","8","13","2","10","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4847","Rydde Kjøpmannsøya","","2/6/2020 02:00:00","3/6/2020 02:00:00","10","30","300","1","1","5421","54","Senja","Troms og Finnmark","2041",,"3",,,,,,,,,,,,"POINT(17.1389421864812 69.4426486587245)","74","45","11","0","3","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4889","Rydde i Lavollsfjorden","","4/6/2020 02:00:00","4/6/2020 02:00:00","15","0","800","1","1","5421","54","Senja","Troms og Finnmark","6531",,"3",,,,,,,,,,,,"POINT(17.3290982252045 69.4072965695825)","47","69","8","0","1","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4904","Rydde Sluppenbrua","Hold Norge Rent","4/6/2020 02:00:00","4/6/2020 02:00:00","2","0","4","0","0","5001","50","Trondheim","Trøndelag","0",,"0",,,,,,,,,,,,"POINT(10.3855780587128 63.3951773901581)","259","2","55","3","71","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4950","Rydde  Sørbø stranda","Clean Shores Global","8/6/2020 02:00:00","8/6/2020 02:00:00","4","6","200","0","0","1146","11","Tysvær","Rogaland","1944",,"1",,,,"1",,,,,,,,"POINT(5.69851016594191 59.2727439790089)","112","170","213","28","157","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4964","Rydde Kjønnøy med omliggende øyer","","10/6/2020 02:00:00","30/6/2020 02:00:00","20","33","330","1","1","1554","15","Averøy","Møre og Romsdal","20792",,"5",,,,,,,,,,"1","1","POINT(7.48227219243191 63.0716044657304)","3","105","359","60","75","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4966","Rydde Sør-Åborneset,","Hold Norge Rent","10/6/2020 02:00:00","10/6/2020 02:00:00","8","29","500","1","1","5423","54","Karlsøy","Troms og Finnmark","53",,"0","1",,,,,,,"1",,"1","1","POINT(19.4129602778678 69.8694089634167)","32","84","63","3","30","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4968","Rydde Sømmevågen","Clean Shores Global","10/6/2020 02:00:00","10/6/2020 02:00:00","1","7","100","1","1","1124","11","Sola","Rogaland","440",,"0",,,,,,,,,,,,"POINT(5.6406522310854 58.8968913029824)","105","82","110","29","35","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4974","Rydde Synnevågen","","10/6/2020 02:00:00","11/6/2020 02:00:00","3","1","10","0","0","4632","46","Austrheim","Vestland","637",,"0",,,,,,,,,,,,"POINT(4.97791794239594 60.7778244499013)","8","20","1","0","30","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4990","Malnesfjorden ","","11/6/2020 02:00:00","12/6/2020 02:00:00","30","110","1100","1","1","1867","18","Bø","Nordland","17161",,"0",,,,"1",,"1","1","1",,"1","1","POINT(14.6119830488407 68.7926411976755)","126","129","71","0","65","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4999","Rydde Sømsbrygga - Sømmevågen vest","Clean Shores Global","12/6/2020 02:00:00","12/6/2020 02:00:00","1","6","60","1","1","1124","11","Sola","Rogaland","348",,"3",,,,,,,,,,,,"POINT(5.63239817114794 58.8996826110502)","119","73","170","26","54","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5018","Rydde ","","13/6/2020 02:00:00","14/6/2020 02:00:00","4","1","10","1","1","5411","54","Kvæfjord","Troms og Finnmark","0",,"0",,,,,,"1",,,"1","1",,"POINT(16.1268451792507 68.6439897957423)","9","5","2","0","5","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5019","Strand Forsand","NJFF Rogaland","13/6/2020 02:00:00","13/6/2020 02:00:00","2","5","70","0","0","1108","11","Sandnes","Rogaland","311",,"2",,,,,,,,,,,,"POINT(6.08656000017571 58.9008315183378)","33","6","11","0","22","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5035","Rydde Nibbastranda","Clean Shores Global","15/6/2020 02:00:00","15/6/2020 02:00:00","1","9","140","1","1","1124","11","Sola","Rogaland","1248",,"2",,,,,,,,,,,,"POINT(5.64289763642723 58.8984672043767)","144","95","107","32","26","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5043","Fra Bryn til Svartdalsparken","Hold Norge Rent","15/6/2020 02:00:00","15/6/2020 02:00:00","13","10","103","0","0","301","3","Oslo","Oslo","1223",,"0",,,"1","1",,,,,,,"1","POINT(10.8141721360257 59.9075968998123)","299","2","153","84","131","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5067","Rydde Møllebukta","Clean Shores Global","17/6/2020 02:00:00","17/6/2020 02:00:00","8","5","50","1","1","1103","11","Stavanger","Rogaland","1994",,"2",,,,,,,,,,,,"POINT(5.67194724659941 58.9418366003143)","323","35","93","70","52","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5082","Rydde Sømsbrygga - Sømmevågen Vest","Clean Shores Global","19/6/2020 02:00:00","19/6/2020 02:00:00","1","4","140","1","1","1124","11","Sola","Rogaland","407",,"2",,,,,,,,,,,,"POINT(5.63313789615507 58.8981370809545)","337","32","114","34","59","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5096","Rydde Strandastø (Hundsnes)","Clean Shores Global","22/6/2020 02:00:00","22/6/2020 02:00:00","2","7","100","1","1","1130","11","Strand","Rogaland","431",,"3",,,,,,,,,,,,"POINT(5.92397472633557 59.0449799687688)","271","78","10193","39","104","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5106","Rydde Prestabergetstranda - Sømmevågen Vvest","Clean Shores Global","24/6/2020 02:00:00","24/6/2020 02:00:00","4","7","170","1","1","1124","11","Sola","Rogaland","2214",,"2",,,,,,,,,,,,"POINT(5.62965232559521 58.9022551883333)","334","95","88","59","264","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5123","Rydde Vardefjellet","","25/6/2020 02:00:00","25/6/2020 02:00:00","3","3","30","1","1","3004","30","Fredrikstad","Viken","61",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(11.0452507052214 59.1357723315234)","34","6","2","2","21","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5125","Rydde Hundsnesstranda","Clean Shores Global","26/6/2020 02:00:00","26/6/2020 02:00:00","2","3","30","1","1","1133","11","Hjelmeland","Rogaland","491",,"1",,,,,,,,,,,,"POINT(6.12402846524811 59.2185203343155)","78","56","77","14","103","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5129","Rydde fra Steinnespola til plastfabrikken","Rent Hav Helgeland","27/6/2020 02:00:00","29/6/2020 02:00:00","1","0","15","0","0","1833","18","Rana","Nordland","432",,"0",,,"1","1",,"1","1",,,,"1","POINT(14.0923263460964 66.3252391703263)","476","83","172","59","209","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5131","Rydde Naustvika på Måløya","","28/6/2020 02:00:00","28/6/2020 02:00:00","4","12","120","0","0","1515","15","Herøy","Møre og Romsdal","0",,"0",,,,,,,,,,,"1","POINT(5.8335684781011 62.2308243394782)","131","55","123","0","8","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5134","Rydde Norlysstranda","Clean Shores Global","29/6/2020 02:00:00","29/6/2020 02:00:00","1","6","80","1","1","1130","11","Strand","Rogaland","427",,"1",,,,,,,,,,,,"POINT(6.02101847174579 59.0236196239158)","219","74","1071","28","2","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5143","Rydde fjøra Giskeøya","Plastfritt Hav","30/6/2020 02:00:00","30/6/2020 02:00:00","44","67","670","1","1","1532","15","Giske","Møre og Romsdal","2100",,"2","0","0","0","0","0","0","0","0","0","0","0","POINT(6.06296529018893 62.5110539753631)","226","48","97","12","7","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"5232","Rydde Sjevika ord","","15/6/2023 02:00:00","15/6/2023 02:00:00","25","3","30","1","1","1151","11","Utsira","Rogaland","201",,"0",,,,,,,,,,,,"POINT(4.87499420653408 59.3145031535893)","196","126","29","7","444","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5236","Rydde Kallestranda","","15/6/2023 02:00:00","15/6/2023 02:00:00","15","1","11","0","1","1865","18","Vågan","Nordland","150",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(14.3386205660299 68.1894388175416)","18","43","2","2","50","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5253","Rydde Kvernhusvik og holmane ved Eide","","13/6/2023 02:00:00","13/6/2023 02:00:00","25","25","274","0","0","4636","46","Solund","Vestland","1834",,"0",,,,,,,,,,,,"POINT(4.93909421970059 61.0693338284305)","18","20","11","2","30","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5280","Rydde Hirsasavvon ","","10/6/2023 02:00:00","10/6/2023 02:00:00","3","2","21","0","0","5430","54","Kautokeino","Troms og Finnmark","200",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(23.6700077808887 69.4426486089902)","15","3","2","0","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5293","Rydde Hirsasavvon ","","9/6/2023 02:00:00","9/6/2023 02:00:00","2","1","10","0","0","5430","54","Kautokeino","Troms og Finnmark","150",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(23.6698361195147 69.4428357211234)","9","4","2","0","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5333","Rydde Arnfjæra og Sagfjæra","","7/6/2023 02:00:00","7/6/2023 02:00:00","20","9","90","1","1","5054","50","Indre Fosen","Trøndelag","74",,"0",,,,,,,,,"1",,,"POINT(10.2129134843013 63.5507509813761)","83","5","7","31","106","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5393","Fjord CleanUP Langkaia - World Environment Day ","","4/6/2023 02:00:00","4/6/2023 02:00:00","22","25","250","0","0","301","3","Oslo","Oslo","567",,"0","1",,,,,,,,,,,"POINT(10.749029922459 59.9077358180805)","571","12","7","16","22","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5398","Rydde Havnegata","","3/6/2023 02:00:00","3/6/2023 02:00:00","30","323","3230","1","1","4215","42","Lillesand","Agder","3",,"0",,,,,,,,,,,,"POINT(8.38001432917922 58.2469011774299)","2","145","9","0","73","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5399","Fjord CleanUP Bygdøy - Passion for Ocean ","","3/6/2023 02:00:00","3/6/2023 02:00:00","13","50","500","0","0","301","3","Oslo","Oslo","478",,"0","1",,,,,,,,,,,"POINT(10.7007934385369 59.9038316528494)","258","40","8","0","35","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5411","ytre Moldvika","","2/6/2023 02:00:00","6/6/2023 02:00:00","2","25","250","0","0","5436","54","Porsanger","Troms og Finnmark","713",,"0",,,,,,,,,,,,"POINT(25.5329000013497 70.7063173983303)","882","1077","362","0","770","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5474","indre moldvik","","30/5/2023 02:00:00","6/6/2023 02:00:00","2","58","585","0","0","5436","54","Porsanger","Troms og Finnmark","453",,"0",,,,,,,,,,,,"POINT(25.5081378477242 70.6945722462225)","860","1239","412","5","1271","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5477","Rydde Reianes ","","30/5/2023 02:00:00","30/5/2023 02:00:00","35","15","150","1","1","1103","11","Stavanger","Rogaland","3194",,"0",,,,,,,,,,,,"POINT(5.57944492589609 59.1191244877338)","159","122","27","5","1108","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5484","Rydde Brattholmen Gismerøya","","29/5/2023 02:00:00","29/5/2023 02:00:00","12","108","1080","1","1","4205","42","Lindesnes","Agder","633",,"0",,,,,,,,,,,,"POINT(7.48800215832121 58.007802931369)","6","35","1","0","23","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5498","Fjord CleanUP - Vippatangen","","28/5/2023 02:00:00","28/5/2023 02:00:00","13","50","500","1","1","301","3","Oslo","Oslo","165",,"0",,,,,"1",,,,,,,"POINT(10.7497414264703 59.9088914991022)","205","13","10","5","31","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5520","Rydde Nærsnesbukta . Nærsnes båtforening","","25/5/2023 02:00:00","30/5/2023 02:00:00","10","0","800","1","1","3025","30","Asker","Viken","0",,"0",,,,,,,,"1",,,,"POINT(10.5061295925903 59.7610741589644)","73","38","16","7","44","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5522","Rydde Sandveien","","25/5/2023 02:00:00","31/5/2023 02:00:00","1","1","10","0","0","1860","18","Vestvågøy","Nordland","541",,"0",,,,,,"1",,,,"1",,"POINT(13.8702591262328 68.3157131002366)","2","25","1","0","29","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5542","Slemmestad ungdomsskole rydder Ramtonholmen","","24/5/2023 02:00:00","24/5/2023 02:00:00","125","4","40","1","1","3025","30","Asker","Viken","379",,"0","1",,,,,"1",,,,,,"POINT(10.5185804391479 59.7436815514744)","125","15","33","25","91","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5609","Rydde Sandvikodden","","20/5/2023 02:00:00","20/5/2023 02:00:00","7","2","20","1","1","3805","38","Larvik","Vestfold og Telemark","526",,"0",,,,"1",,,,,,"1",,"POINT(10.2091042686024 59.0274608923517)","80","13","5","0","20","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5618","Fjord CleanUP - Kløvningen","","19/5/2023 02:00:00","19/5/2023 02:00:00","8","5","50","0","0","3811","38","Færder","Vestfold og Telemark","53",,"0",,,,"1",,,,"1",,"1",,"POINT(10.4444369606044 59.0518299955227)","137","49","42","0","93","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5655","Sjøsjukt inkluderingsprosjekt Friomsorgen","","15/5/2023 02:00:00","15/5/2023 02:00:00","6","4","48","0","0","4203","42","Arendal","Agder","50",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(8.91499742639597 58.5119778243143)","158","263","29","59","192","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5721","Finnøya","","11/5/2023 02:00:00","11/5/2023 02:00:00","1","5","50","0","0","4201","42","Risør","Agder","4943",,"0",,,"1",,,"1",,"1",,"1",,"POINT(9.22802052113242 58.7323560899822)","47","32","32","10","13","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5728","Rydde Fjæra ved flyplassen, Langnes","","11/5/2023 02:00:00","11/5/2023 02:00:00","44","24","240","1","1","5401","54","Tromsø","Troms og Finnmark","0",,"0",,,,,,,,,,,,"POINT(18.8992107500302 69.6785703209812)","589","214","108","18","1726","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5742","Rydde Medbyfjæra ","","10/5/2023 02:00:00","10/5/2023 02:00:00","10","16","100","0","1","1806","18","Narvik","Nordland","38",,"0","1","1","1",,,,,"1",,"1",,"POINT(17.5713718108935 68.5402750480141)","112","213","54","10","440","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5755","Rydde Røssholmen","","9/5/2023 02:00:00","9/5/2023 02:00:00","1","4","30","0","0","5401","54","Tromsø","Troms og Finnmark","4190",,"0",,,,,,,,,,,,"POINT(18.1453673986076 69.792146998439)","81","54","22","4","37","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5759","Fra Forvik tom Skredderviken","","9/5/2023 02:00:00","9/5/2023 02:00:00","51","20","200","1","1","1816","18","Vevelstad","Nordland","1657",,"0",,,,,,,,,,,,"POINT(12.4333461051798 65.6967725001367)","57","76","16","0","65","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5779","Rydde fjæra i Tufjorden","","8/5/2023 02:00:00","8/5/2023 02:00:00","32","35","350","1","1","5435","54","Nordkapp","Troms og Finnmark","962",,"0",,,,,,"1",,,,"1",,"POINT(25.7357389135978 71.0718497691488)","93","57","33","0","118","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5787","Rydde Buktaveien ","","7/5/2023 02:00:00","7/5/2023 02:00:00","3","0","2","0","0","5403","54","Alta","Troms og Finnmark","100",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(23.3056767799215 69.9772981608885)","5","22","2","2","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5834","Rydde Sandstrand","","6/5/2023 02:00:00","6/5/2023 02:00:00","2","1","10","0","0","5412","54","Tjeldsund","Troms og Finnmark","529",,"0",,,,,,,,,,,"1","POINT(16.7855786802079 68.6795156963355)","2","23","11","5","22","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5835","Rydde strandlinje på Stavøya ","","6/5/2023 02:00:00","6/5/2023 02:00:00","18","20","200","1","1","4602","46","Kinn","Vestland","14760",,"0",,,,,,,,,,,,"POINT(5.04617384829565 61.5671343683973)","226","837","187","25","622","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5836","Fjord CleanUP - Akersleva ","","6/5/2023 02:00:00","6/5/2023 02:00:00","30","15","150","0","0","301","3","Oslo","Oslo","759",,"0",,,,,,,,,,,,"POINT(10.761642101015 59.9170571564217)","1639","8","38","145","42","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5859","Rydde Austnesfjordveien","","5/5/2023 02:00:00","5/5/2023 02:00:00","9","3","30","1","1","1865","18","Vågan","Nordland","323",,"0",,,,,,,,,,,,"POINT(14.6213633458452 68.244463598533)","43","21","6","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5883","Rydde Skuvsvika","","4/5/2023 02:00:00","4/5/2023 02:00:00","1","2","20","0","0","5402","54","Harstad","Troms og Finnmark","210",,"0",,,,,,,,,,,,"POINT(16.5871387775343 68.6446716436705)","32","29","49","1","81","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5888","Vår rydding i Solør , Åsnes  - Grue - Våler ","","4/5/2023 02:00:00","16/5/2023 02:00:00","450","90","902","1","1","3418","34","Åsnes","Innlandet","0",,"0","1",,,"1","1",,"1",,"1",,,"POINT(12.0040499961109 60.6135456337196)","1975","8","112","63","117","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5925","Rydde Skjåvika","","1/5/2023 02:00:00","1/5/2023 02:00:00","1","2","12","0","0","5401","54","Tromsø","Troms og Finnmark","263",,"0",,,,,,,,,,,,"POINT(18.2131395843451 69.7272250826684)","34","18","8","1","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5934","Rydde Tjønnvollen","","1/5/2023 02:00:00","1/5/2023 02:00:00","4","1","11","0","1","1870","18","Sortland","Nordland","348",,"0",,,,,,,,,,,,"POINT(15.2542279463487 68.6342298474517)","8","7","3","0","21","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5946","Rydde Nærsnesbukta- RBF Graffstranda","","1/5/2023 02:00:00","31/5/2023 02:00:00","30","0","400","1","1","3025","30","Asker","Viken","2",,"0",,,,,,,,,,,,"POINT(10.5003264318005 59.763092021715)","139","66","31","7","75","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5952","Rydde Krøkebærneset","","1/5/2023 02:00:00","30/9/2023 02:00:00","1","15","150","1","1","5440","54","Berlevåg","Troms og Finnmark","448",,"0",,,,,,"1",,,,"1",,"POINT(28.6742335736352 70.8120898017494)","102","75","27","7","75","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5965","Rydde keila på Korsholmen","","1/5/2023 02:00:00","1/5/2023 02:00:00","1","0","5","0","0","5401","54","Tromsø","Troms og Finnmark","154",,"0",,,,,,,,,,,,"POINT(18.142269014886 69.7942738727586)","16","13","2","0","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5980","Rydde Trondenesveien ","","30/4/2023 02:00:00","30/4/2023 02:00:00","1","0","1","0","0","5402","54","Harstad","Troms og Finnmark","100",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(16.5640351345879 68.8217452039097)","11","1","7","9","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"5984","Rydde Oterneset norde keile","","30/4/2023 02:00:00","30/4/2023 02:00:00","1","2","20","0","0","5401","54","Tromsø","Troms og Finnmark","55",,"0",,,,,,,,,,,,"POINT(18.2183239119304 69.7615022430732)","44","39","14","4","17","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6000","Fjord CleanUP - Hovedøya ","","29/4/2023 02:00:00","29/4/2023 02:00:00","18","30","300","1","1","301","3","Oslo","Oslo","401",,"0",,,,,"1",,,,,,,"POINT(10.7348260727624 59.8991610360012)","75","29","30","7","17","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6023","Rydde Nitelva - Sørlivika","","27/4/2023 02:00:00","27/4/2023 02:00:00","3","3","30","1","1","3030","30","Lillestrøm","Viken","0",,"0",,,,,,,,,,,,"POINT(11.0465422443217 59.9502118266303)","307","5","41","84","500","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6031","Rydde Vasstrandvegen midtdel","","27/4/2023 02:00:00","27/4/2023 02:00:00","1","2","15","0","0","5401","54","Tromsø","Troms og Finnmark","1546",,"0",,,,,,,,,,,,"POINT(18.247415436233 69.6409159337551)","15","36","4","1","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6061","Rydde Søsterbåen ","","26/4/2023 02:00:00","26/4/2023 02:00:00","8","12","120","0","0","1871","18","Andøy","Nordland","2950",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(15.9914967678663 69.2901164679198)","43","44","25","11","37","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6090","Rydde Svartskjærene","","24/4/2023 02:00:00","24/4/2023 02:00:00","2","9","90","0","0","4225","42","Lyngdal","Agder","0",,"0",,,,,,,,,,,,"POINT(6.98653172485352 58.0144370093364)","9","170","62","7","287","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6097","Rydde Nordvågsøyvegen samt fjæra","","24/4/2023 02:00:00","24/4/2023 02:00:00","11","4","40","0","0","4602","46","Kinn","Vestland","454",,"0",,,,,,,,,,,,"POINT(5.09455179431313 62.0100753564184)","44","11","1","1","20","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6098","Rydde Neselva, Billingstad til Landøya","","24/4/2023 02:00:00","23/6/2023 02:00:00","2","10","100","0","0","3025","30","Asker","Viken","5",,"0",,,,,,,,,,,,"POINT(10.4892303534511 59.8646134592037)","889","22","98","85","317","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6133","Fjord CleanUP - Bispevika ","","23/4/2023 02:00:00","23/4/2023 02:00:00","13","15","150","0","0","301","3","Oslo","Oslo","57",,"0",,,,,,,,,,,,"POINT(10.7575006763907 59.9054029590084)","83","4","0","0","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6144","Rydde Scandic hotel havna","","22/4/2023 02:00:00","22/4/2023 02:00:00","15","400","4000","0","0","3811","38","Færder","Vestfold og Telemark","0",,"0",,,,,,,,,,,,"POINT(10.4194818900089 59.0861080166454)","132","7","9","24","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6148","Rydde Breivik","","22/4/2023 02:00:00","22/4/2023 02:00:00","12","6","65","1","1","4648","46","Bremanger","Vestland","429",,"0",,,,,,,,,,,,"POINT(5.26682734890052 61.7633950982069)","23","24","11","2","47","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6174","Rydde Dynnvika Vik i sjø","","21/4/2023 02:00:00","21/4/2023 02:00:00","3","5","50","0","0","5057","50","Ørland","Trøndelag","150",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(9.67940999999999 63.82292)","81","5","10","4","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6177","Rydde Solbakk","","21/4/2023 02:00:00","21/4/2023 02:00:00","1","1","10","0","0","1130","11","Strand","Rogaland","0",,"0",,,,,,,,,,,,"POINT(5.93605360418195 59.0355801399454)","30","12","47","6","50","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6230","Rydde Tømmerbakke","","19/4/2023 02:00:00","19/4/2023 02:00:00","39","1","10","0","0","3023","30","Nesodden","Viken","1",,"0",,,,,,,,,,,,"POINT(10.6209552337676 59.8210977533328)","22","4","3","2","82","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6233","Rydde Bay Namjoon","","19/4/2023 02:00:00","19/4/2023 02:00:00","1","4","40","0","0","1507","15","Ålesund","Møre og Romsdal","18",,"0",,"1",,,,,,"1",,,"1","POINT(6.44345989581094 62.5031609708106)","27","20","39","0","640","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6240","Justnesøya","","19/4/2023 02:00:00","19/4/2023 02:00:00","3","5","50","0","0","4204","42","Kristiansand","Agder","27",,"0",,,,"1",,"1",,,,"1","1","POINT(8.04770841110413 58.1919148349593)","86","34","25","7","159","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6243","HI 224- S&S ","","19/4/2023 02:00:00","19/4/2023 02:00:00","2","2","20","0","0","4204","42","Kristiansand","Agder","0",,"0",,,"1","1",,"1",,"1",,,"1","POINT(8.04813659005095 58.1929104330789)","115","8","42","8","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"6244","Rydde Boganeset","","19/4/2023 02:00:00","19/4/2023 02:00:00","1","1","10","0","0","1103","11","Stavanger","Rogaland","1362",,"0",,,,,,,,,,,,"POINT(5.74263772251932 58.9150486463309)","72","86","57","43","731","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
