"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"9742","Rydde Seines Nord E-6 Flatholmen","Hålogaland Ressursselskap IKS Hålogaland Ressursselskap IKS","1/5/2022 02:00:00","31/5/2022 02:00:00","5","8","160","0","0","1806","18","Narvik","Nordland","0",,"0",,,,,,,"1",,,,,"POINT(17.5175909420162 68.4940923960498)","38","62","54","11","120","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9755","Rydde Chimmy Bay","","1/5/2022 02:00:00","22/5/2022 02:00:00","2","1","10","0","0","1507","15","Ålesund","Møre og Romsdal","132",,"0",,,,,,,,"0",,"1","1","POINT(6.47317198150127 62.5029200228863)","17","17","38","0","47","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9770","Nedenfor kryss Rapet","Hålogaland Ressursselskap IKS Hålogaland Ressursselskap IKS","30/4/2022 02:00:00","11/5/2022 02:00:00","2","1","50","0","0","1806","18","Narvik","Nordland","0",,"0",,,,,,,,,,,,"POINT(17.5611304983707 68.5465149038535)","11","10","6","6","12","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9774","Rydde Malnes til vikjord","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","30/4/2022 02:00:00","1/5/2022 02:00:00","2","11","110","0","0","1860","18","Vestvågøy","Nordland","5373",,"0",,,,,,,,,,,,"POINT(14.1014971127395 68.2246050106205)","22","12","11","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9848","Rydde Uran","","27/4/2022 02:00:00","27/4/2022 02:00:00","4","1","10","0","0","4205","42","Lindesnes","Agder","0",,"0",,,,"1",,,,"1",,"1","1","POINT(7.61219396751044 57.972896857869)","24","37","2","1","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9849","Rydde Uran","","27/4/2022 02:00:00","27/4/2022 02:00:00","5","4","40","0","0","4205","42","Lindesnes","Agder","0",,"0",,,,,,"0",,"1",,"1","1","POINT(7.61160073332499 57.973122332888)","56","63","17","4","47","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9857","Rydde Uran","","27/4/2022 02:00:00","27/4/2022 02:00:00","4","3","30","0","0","4205","42","Lindesnes","Agder","0",,"0",,,,,,,,,,,,"POINT(7.61189833866429 57.9729524720078)","43","102","13","4","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9862","Aksjon AQUA ryddet Storøye","Valdres Friluftsråd","27/4/2022 02:00:00","27/4/2022 02:00:00","2","4","45","1","1","3451","34","Nord-Aurdal","Innlandet","0",,"0",,,,,,,,,,,,"POINT(9.24537069365376 60.9782101081193)","13","2","0","0","3","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9919","Rydde Raet nasjonalpark og omegn","Norges Dykkeforbund","25/4/2022 02:00:00","19/11/2022 01:00:00","15","215","2150","0","0","4203","42","Arendal","Agder","742",,"0",,,,,,,,,,,,"POINT(8.85956699580611 58.4331564319837)","14","232","4","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9938","Rydde Tytebærhaugen ","","24/4/2022 02:00:00","24/4/2022 02:00:00","2","4","40","0","0","4626","46","Øygarden","Vestland","50",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.1036106674141 60.3923540099646)","97","6","14","8","5","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9944","Rydde Vågan ","","24/4/2022 02:00:00","24/4/2022 02:00:00","3","5","50","0","0","5058","50","Åfjord","Trøndelag","200",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(9.88740904243375 63.998240794331)","24","15","23","0","13","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9945","Rydde Litle Nørve","","24/4/2022 02:00:00","24/4/2022 02:00:00","1","2","20","0","0","1507","15","Ålesund","Møre og Romsdal","0",,"0",,,,,,"1","1","1",,,"1","POINT(6.20751995331951 62.4701702813503)","24","1","4","6","1","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9948","Rydde Mosselbaai","","24/4/2022 02:00:00","24/4/2022 02:00:00","2","1","10","0","0","1507","15","Ålesund","Møre og Romsdal","33",,"0",,,,,,,,,,,,"POINT(6.48921445453358 62.5036383527862)","12","15","16","0","120","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9972","Rydde Finnåsen","Norges Dykkeforbund","23/4/2022 02:00:00","23/4/2022 02:00:00","12","102","1020","1","1","4205","42","Lindesnes","Agder","465",,"0",,,,,,,,,,,,"POINT(7.22660841688459 58.0311213181571)","4","39","4","0","107","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"9975","Rydde Vågan mot vik","Clean Up Lofoten (Lofoten Avfallsselskap IKS)","23/4/2022 02:00:00","27/5/2022 02:00:00","2","4","80","0","0","1860","18","Vestvågøy","Nordland","2080",,"0",,,,,,,,,,,,"POINT(13.5257722940014 68.1855225009905)","244","180","62","25","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10006","Rydde Kongsfjord og Veines","","21/4/2022 02:00:00","31/10/2022 01:00:00","12","85","2350","1","1","5440","54","Berlevåg","Troms og Finnmark","2553",,"0","1",,"1",,,"1","1","1",,"1","1","POINT(29.2964956654333 70.7143898669479)","348","364","121","0","398","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10007","Rydde Bussaneset","Fjordane Friluftsråd","21/4/2022 02:00:00","26/4/2022 02:00:00","4","3","30","0","1","4645","46","Askvoll","Vestland","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(4.73730215699146 61.2878358367073)","107","519","40","23","473","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10020","Rydde Skuven","","21/4/2022 02:00:00","21/4/2022 02:00:00","1","3","50","0","0","5402","54","Harstad","Troms og Finnmark","369",,"0",,,,,,,,,,,,"POINT(16.5871582019646 68.6452789280489)","59","28","27","0","65","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10049","Rydde Vargvika øst Våren 2022","","20/4/2022 02:00:00","21/4/2022 02:00:00","1","10","100","0","0","5440","54","Berlevåg","Troms og Finnmark","21",,"0","1",,,,"1",,"1",,,"1","1","POINT(29.1872259765374 70.8521109026127)","137","113","59","37","163","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10059","Rydde Kjells strand","","19/4/2022 02:00:00","19/4/2022 02:00:00","2","3","30","0","0","1507","15","Ålesund","Møre og Romsdal","9",,"0",,,,,,,,,,,,"POINT(6.46823417603671 62.5004638889808)","34","35","64","10","122","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10125","Rydde Kjepsø","","16/4/2022 02:00:00","16/4/2022 02:00:00","2","12","120","0","0","4225","42","Lyngdal","Agder","2",,"0",,,,,,,,,,,,"POINT(6.98385257141114 58.0181743837637)","220","185","84","3","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10130","Rydde Breivika","","15/4/2022 02:00:00","15/4/2022 02:00:00","6","5","50","0","0","5058","50","Åfjord","Trøndelag","71",,"0",,,,,,,,,,"1",,"POINT(9.88980601674405 64.0421178727993)","47","324","14","1","200","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10133","Rydde Kjerkekeila","Ren Kyst","15/4/2022 02:00:00","15/4/2022 02:00:00","1","0","5","0","0","5401","54","Tromsø","Troms og Finnmark","930",,"0",,,,,,,,,,"1",,"POINT(18.0995425296358 69.7344028862939)","21","13","4","0","17","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10135","Rydde Røssholmen 22","Ren Kyst","15/4/2022 02:00:00","15/4/2022 02:00:00","1","3","30","0","0","5401","54","Tromsø","Troms og Finnmark","3723",,"0",,,,,,,,,,,,"POINT(18.1455188957163 69.7910064441216)","133","106","9","4","122","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10136","Rydde Agnefestveien","","15/4/2022 02:00:00","15/4/2022 02:00:00","2","4","40","0","0","4225","42","Lyngdal","Agder","2",,"0",,,,,,,,,,,,"POINT(7.04934138671876 58.1221772582124)","163","53","4","10","220","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10137","Skotvika Algrøy ","","15/4/2022 02:00:00","22/4/2022 02:00:00","4","8","80","1","1","4626","46","Øygarden","Vestland","29",,"0",,,,,,,,,,,,"POINT(4.99014178238605 60.3072625073776)","62","34","14","0","30","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10141","Rydde Eikelandsfjorden  Heile kystlinja i gamle Fusa kommune fra Lukksund i sør til Samnanger grense i nor Vi samarbeider med Os Rotaryklubb som rydder på Os sida av kommunen.","Bergen og omland friluftsråd Toppe","14/4/2022 02:00:00","17/10/2022 02:00:00","8","25","300","1","1","4624","46","Bjørnafjorden","Vestland","5247",,"0",,,,,,,,,,,,"POINT(5.62869359955594 60.2288723848396)","177","48","155","28","160","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10144","Rydde på Usken (Dikurneset) ","Clean Shores Global","14/4/2022 02:00:00","14/4/2022 02:00:00","7","10","100","0","0","1108","11","Sandnes","Rogaland","336",,"0",,,"1",,,"1",,,,"1","1","POINT(5.81297940938849 58.9470238503091)","151","127","260","1062","403","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10149","Rydde Storsand og østover","","14/4/2022 02:00:00","31/12/2022 01:00:00","8","350","9000","1","1","5440","54","Berlevåg","Troms og Finnmark","31445",,"0","1","1",,"1","1","1","1",,,"1","1","POINT(29.1346719963436 70.849633505124)","2853","3508","397","107","1018","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10150","Rydde Valvikvegen","Fjordane Friluftsråd","13/4/2022 02:00:00","14/4/2022 02:00:00","1","1","10","0","0","4602","46","Kinn","Vestland","1079",,"0","1",,"1","1",,,"1","1",,"1",,"POINT(4.92961220397934 61.5141014902505)","71","65","73","22","76","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10151","Rydde Høyholmen","","13/4/2022 02:00:00","13/4/2022 02:00:00","6","1","6","0","0","4602","46","Kinn","Vestland","527",,"0",,,,,,,,,,,,"POINT(4.999442424136 61.4966472304906)","14","4","8","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10182","Rydde Askrova og Tansøypluss omliggende øyer","Fjordane Friluftsråd","10/4/2022 02:00:00","19/4/2022 02:00:00","20","40","2500","1","1","4602","46","Kinn","Vestland","7399",,"0",,,,,,,,"1",,,,"POINT(4.9445079966862 61.5090902557769)","107","220","24","0","37","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10187","Rydde Store Grindøya","","9/4/2022 02:00:00","12/4/2022 02:00:00","6","2","20","0","0","5401","54","Tromsø","Troms og Finnmark","592",,"0",,,,,,,,,,,,"POINT(18.8482165414634 69.6353617540896)","30","8","19","4","23","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10190","Rydde Vammaveien til Revaugveien","","9/4/2022 02:00:00","9/4/2022 02:00:00","1","0","5","0","0","3014","30","Indre Østfold","Viken","0",,"0",,,,,,,,,,,,"POINT(11.1639723851386 59.5705229574788)","92","4","0","1","104","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10198","Rydde Øksnesvegen","","9/4/2022 02:00:00","22/5/2022 02:00:00","20","20","250","1","1","4632","46","Austrheim","Vestland","9997",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(4.84582892778488 60.8074639625918)","2","2","2","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10205","Rydde Ånesvika ","","8/4/2022 02:00:00","10/4/2022 02:00:00","4","20","200","1","1","4626","46","Øygarden","Vestland","21",,"0",,,,,,,,,,,,"POINT(4.93706063529568 60.3381099187994)","139","97","34","8","59","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10221","Rydde Lokøyvegen","","7/4/2022 02:00:00","20/4/2022 02:00:00","4","11","60","1","1","4626","46","Øygarden","Vestland","215",,"0",,,,,,,,,,,,"POINT(4.97059277632735 60.3259721709625)","66","41","9","0","26","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10245","Rydde fjøra i Kjølsdalen","","6/4/2022 02:00:00","6/4/2022 02:00:00","50","40","400","0","0","4649","46","Stad","Vestland","1724",,"0","1",,"1","1",,"1","1","1","1","1","1","POINT(5.62608097599592 61.9172773748624)","325","42","52","21","204","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10258","Rydde Molnes","","5/4/2022 02:00:00","5/4/2022 02:00:00","1","1","15","0","0","1532","15","Giske","Møre og Romsdal","592",,"0",,,,,,,,,,"1",,"POINT(6.077613602281 62.5855093662533)","4","9","0","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10278","Rydde Uttoska","","3/4/2022 02:00:00","13/4/2022 02:00:00","2","50","500","0","0","4631","46","Alver","Vestland","9604",,"0",,,,,,,,,,,,"POINT(4.92044175018314 60.6547757385091)","232","245","109","43","229","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10285","Rydde Uttoskavågen","","2/4/2022 02:00:00","2/4/2022 02:00:00","2","6","60","0","0","4631","46","Alver","Vestland","960",,"0",,,,,,,,,,,,"POINT(4.94139002151713 60.657145102662)","52","128","37","14","72","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10290","Rydde Nordre Nesjavegen","","2/4/2022 02:00:00","2/4/2022 02:00:00","1","0","1","0","0","4601","46","Bergen","Vestland","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(5.3295109 60.5163986)","29","2","0","3","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10331","Rydde Skaueren, Terneholmen, Djupalen og Rauskjæra","Asker kommune","31/3/2022 02:00:00","31/3/2022 02:00:00","7","4","50","0","0","3025","30","Asker","Viken","3044",,"0",,,,,,,,,,,,"POINT(10.535851755866 59.8426764472256)","71","9","5","8","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10370","Rydde Dåvøyvegen","","29/3/2022 02:00:00","29/3/2022 02:00:00","40","0","250","1","1","4626","46","Øygarden","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.8253918898764 60.5894220578089)","28","20","4","7","48","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10390","Rydde Gressvikpiren","","27/3/2022 01:00:00","27/3/2022 01:00:00","7","9","150","1","1","3004","30","Fredrikstad","Viken","0",,"0",,,"1",,,"0",,"1",,,"1","POINT(10.9134201289334 59.2128871075813)","133","7","515","212","405","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10392","Rydde Husvik","Norges Dykkeforbund","27/3/2022 01:00:00","27/3/2022 01:00:00","5","25","250","0","0","301","3","Oslo","Oslo","207",,"0",,,,,,,,,,,,"POINT(10.7618789528843 59.8665183619449)","55","10","7","0","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10401","Rydding av havbunn rundt Langbrua ","Norges Dykkeforbund","26/3/2022 01:00:00","26/3/2022 01:00:00","17","26","260","1","1","5059","50","Orkland","Trøndelag","153",,"0",,,,,,,,,,,,"POINT(9.86151593766977 63.3159550112269)","29","39","8","0","7","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10403","Rydde Rødskjær","","26/3/2022 01:00:00","2/4/2022 02:00:00","1","3","30","0","0","4202","42","Grimstad","Agder","533",,"0",,,,,,,,,,"1","1","POINT(8.69807632351472 58.3713103250382)","124","107","58","18","134","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10420","Rydde Klubben","","24/3/2022 01:00:00","30/3/2022 02:00:00","1","10","100","0","0","4631","46","Alver","Vestland","5734",,"0",,,,,,,,,,,,"POINT(4.94997407015609 60.6401345005071)","107","130","70","21","101","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10471","Rydde Tjørnøyhaugen varde","","22/3/2022 01:00:00","28/3/2022 02:00:00","4","12","150","1","1","4626","46","Øygarden","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.92771649787471 60.356267264401)","90","33","18","4","25","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10502","Rydde Månesvegen","","20/3/2022 01:00:00","20/3/2022 01:00:00","2","10","100","0","0","5060","50","Nærøysund","Trøndelag","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(11.4884445 64.933235)","45","39","40","0","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10513","Strandrydding frå Sæbøneset til Hustadneset","","20/3/2022 01:00:00","30/3/2022 02:00:00","70","18","179","1","1","1520","15","Ørsta","Møre og Romsdal","957",,"0","1",,,,,,,"1","1","1","1","POINT(6.48631086827127 62.2039651549815)","139","120","128","8","108","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10518","Rydde Scandic Havna Tjøme hotel havn","Norges Dykkeforbund","20/3/2022 01:00:00","20/3/2022 01:00:00","8","52","520","0","0","3811","38","Færder","Vestfold og Telemark","0",,"0",,,,,,,,,,,,"POINT(10.4182378052133 59.0865343938123)","108","28","24","4","10","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10522","Rydde Kvalstadvegen","","20/3/2022 01:00:00","20/3/2022 01:00:00","3","3","140","0","0","4602","46","Kinn","Vestland","910",,"0",,,,,,,,,,,,"POINT(5.09142471567346 61.4781267518725)","8","11","7","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10543","Vårryddedagen: HNR rydder Hoftøya ","","19/3/2022 01:00:00","19/3/2022 01:00:00","12","12","120","0","0","3811","38","Færder","Vestfold og Telemark","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.51373 59.05703)","69","9","58","16","18","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10544","Rydde Yksnøya","","19/3/2022 01:00:00","19/3/2022 01:00:00","4","2","20","0","0","4602","46","Kinn","Vestland","575",,"0",,,,,,,,,,,,"POINT(5.02482106677511 61.5038799644415)","13","14","5","0","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10546","Rydde Mølen","","19/3/2022 01:00:00","19/3/2022 01:00:00","1","3","30","0","0","3025","30","Asker","Viken","0",,"0",,,,,,,,,,,,"POINT(10.5005278794982 59.4857805506748)","102","19","23","6","45","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10548","Rydde Båtstø utenfor båthavn","","19/3/2022 01:00:00","19/3/2022 01:00:00","12","12","126","0","0","3025","30","Asker","Viken","300",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(10.51302 59.72239)","20","9","6","9","14","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10552","Rydde Ramslandsvågen","Norges Dykkeforbund","19/3/2022 01:00:00","19/3/2022 01:00:00","12","102","1020","1","1","4205","42","Lindesnes","Agder","594",,"0",,,,,,,,"1",,"1","1","POINT(7.10486893954978 58.0326597748744)","2","30","1","0","57","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10553","Kysten fra Telenorbygget til Sjøflyhavna","","19/3/2022 01:00:00","19/3/2022 01:00:00","5","2","20","1","1","3024","30","Bærum","Viken","0",,"0",,,,,,,,,,,,"POINT(10.6339795746656 59.8988933513475)","397","5","1","9","202","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10554","Rydde Vallø båthavn","Norges Dykkeforbund","19/3/2022 01:00:00","19/3/2022 01:00:00","11","32","320","0","0","3803","38","Tønsberg","Vestfold og Telemark","0",,"0",,,,,,,,,,,,"POINT(10.4888248391452 59.264812971455)","59","8","11","0","16","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10559","Kvernhusvika","Fjordane Friluftsråd","19/3/2022 01:00:00","20/3/2022 01:00:00","2","40","400","0","0","4602","46","Kinn","Vestland","25",,"0",,,,,,,"1",,,"1",,"POINT(5.22339358332497 61.9142093002013)","89","38","65","2","362","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10563","Rydde stranda i Sandvika","Fjordane Friluftsråd","19/3/2022 01:00:00","19/3/2022 01:00:00","6","9","90","1","1","4636","46","Solund","Vestland","16",,"0",,,,,,,,,,,,"POINT(4.86054681656462 61.0694748361734)","24","61","0","1","20","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10577","Rydde Vågsøya","","19/3/2022 01:00:00","19/3/2022 01:00:00","9","5","80","0","0","4602","46","Kinn","Vestland","1808",,"0",,,,,,,,,,,,"POINT(5.01512493697816 61.4883744890536)","25","27","7","0","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10580","Rydde Storetaren","","19/3/2022 01:00:00","19/3/2022 01:00:00","4","2","60","0","0","4602","46","Kinn","Vestland","615",,"0",,,,,,,,,,,,"POINT(5.01325501213922 61.4917453832114)","12","14","7","0","9","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10585","Rydde Marøyvegen","","19/3/2022 01:00:00","19/3/2022 01:00:00","2","2","20","0","0","4602","46","Kinn","Vestland","566",,"0",,,,,,,,,,,,"POINT(5.09975969357679 61.5037859610946)","13","7","6","0","8","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10592","Rydde stranda mellom Finio og Salbuelva","Fjordane Friluftsråd","19/3/2022 01:00:00","19/3/2022 01:00:00","14","7","70","1","1","4637","46","Hyllestad","Vestland","163",,"0",,,,,,,,,,,,"POINT(5.1862383558867 61.226538121769)","7","15","17","0","2","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10597","Rydde Hammerenveien ","","19/3/2022 01:00:00","19/3/2022 01:00:00","4","5","50","0","0","3030","30","Lillestrøm","Viken","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(11.2088735382362 59.9894259007229)","85","3","26","3","6","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10601","Rydde Båthaugen","","19/3/2022 01:00:00","25/3/2022 01:00:00","4","7","100","1","1","4626","46","Øygarden","Vestland","17",,"0",,,,,,,,,,,,"POINT(4.9416842237965 60.3468318911592)","111","65","17","3","48","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10602","Rydde Mørkvedbukta - Perbukta","","19/3/2022 01:00:00","19/3/2022 01:00:00","3","1","10","0","0","1804","18","Bodø","Nordland","1370",,"0",,,,,,,,,,,,"POINT(14.5732041443796 67.2767540098953)","52","14","22","11","27","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10627","Rydde Illneset","","18/3/2022 01:00:00","18/3/2022 01:00:00","12","25","250","1","1","4626","46","Øygarden","Vestland","298",,"0",,,,,,,,,,"1",,"POINT(4.91097717597185 60.4495422119264)","11","10","5","1","4","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10628","Kystlinjene i Kvernevik","","18/3/2022 01:00:00","18/3/2022 01:00:00","150","100","1000","0","1","1103","11","Stavanger","Rogaland","90",,"0",,,,,,"1",,"1",,,"1","POINT(5.60693291240427 58.9743619135591)","178","12","1","2","3","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10630","Rydde Åbergsholmen","","18/3/2022 01:00:00","18/3/2022 01:00:00","1","4","40","0","0","4631","46","Alver","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.99113769318571 60.6357624459061)","35","62","19","10","41","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
"10702","Rydde Byrkjelandsvågen","","14/3/2022 01:00:00","31/3/2022 02:00:00","2","7","70","0","0","4631","46","Alver","Vestland","1077",,"0",,,,,,,,,,,,"POINT(5.00963055240617 60.6506759658231)","39","105","15","15","54","26/9/2023 05:54:17",,"26/9/2023 05:54:17",
